CINUM,SOURCECI,RELATIONNUM,TARGETCI,ISPRIMARYFIREWALL,Import_Error
F5VIP-10.19.31.148: 443,F5VIP-10.19.31.148: 443,RELATION.LOADBALANCES,SERVER-10.19.31.146,,
F5VIP-10.19.31.148: 80,F5VIP-10.19.31.148: 80,RELATION.LOADBALANCES,SERVER-10.19.31.146,,
F5VIP-10.19.72.7: 443,F5VIP-10.19.72.7: 443,RELATION.LOADBALANCES,SERVER-10.19.72.2,,
F5VIP-10.19.248.196: 443,F5VIP-10.19.248.196: 443,RELATION.LOADBALANCES,SERVER-10.19.248.194,,
F5VIP-10.19.248.132: 443,F5VIP-10.19.248.132: 443,RELATION.LOADBALANCES,SERVER-10.19.248.130,,
F5VIP-10.19.67.135: 443,F5VIP-10.19.67.135: 443,RELATION.LOADBALANCES,SERVER-10.19.67.133,,
F5VIP-10.19.67.135: 8443,F5VIP-10.19.67.135: 8443,RELATION.LOADBALANCES,SERVER-10.19.67.133,,
F5VIP-10.19.67.135: 8444,F5VIP-10.19.67.135: 8444,RELATION.LOADBALANCES,SERVER-10.19.67.133,,
F5VIP-10.19.139.148: 443,F5VIP-10.19.139.148: 443,RELATION.LOADBALANCES,SERVER-10.19.139.146,,
F5VIP-10.19.47.116: 443,F5VIP-10.19.47.116: 443,RELATION.LOADBALANCES,SERVER-10.19.47.114,,
F5VIP-10.19.248.212: 443,F5VIP-10.19.248.212: 443,RELATION.LOADBALANCES,SERVER-10.19.248.210,,
F5VIP-10.22.247.20: 443,F5VIP-10.22.247.20: 443,RELATION.LOADBALANCES,SERVER-10.22.247.18,,
F5VIP-10.19.172.36: 443,F5VIP-10.19.172.36: 443,RELATION.LOADBALANCES,SERVER-10.19.172.34,,
F5VIP-10.19.20.41: 8443,F5VIP-10.19.20.41: 8443,RELATION.LOADBALANCES,SERVER-10.19.20.37,,
F5VIP-10.19.20.41: 443,F5VIP-10.19.20.41: 443,RELATION.LOADBALANCES,SERVER-10.19.20.35,,
F5VIP-10.19.20.13: 8443,F5VIP-10.19.20.13: 8443,RELATION.LOADBALANCES,SERVER-10.19.20.7,,
F5VIP-10.19.172.7: 443,F5VIP-10.19.172.7: 443,RELATION.LOADBALANCES,SERVER-10.19.172.2,,
F5VIP-10.19.20.13: 443,F5VIP-10.19.20.13: 443,RELATION.LOADBALANCES,SERVER-10.19.20.5,,
F5VIP-10.19.40.135: 443,F5VIP-10.19.40.135: 443,RELATION.LOADBALANCES,SERVER-10.19.40.136,,
F5VIP-10.19.191.210: 4040,F5VIP-10.19.191.210: 4040,RELATION.LOADBALANCES,SERVER-10.19.191.211,,
F5VIP-10.19.191.210: 80,F5VIP-10.19.191.210: 80,RELATION.LOADBALANCES,SERVER-10.19.191.211,,
F5VIP-10.19.191.210: 443,F5VIP-10.19.191.210: 443,RELATION.LOADBALANCES,SERVER-10.19.191.211,,
F5VIP-10.19.86.244: 6000,F5VIP-10.19.86.244: 6000,RELATION.LOADBALANCES,SERVER-10.19.86.245,,
F5VIP-10.19.86.244: 443,F5VIP-10.19.86.244: 443,RELATION.LOADBALANCES,SERVER-10.19.86.245,,
F5VIP-10.19.66.164: 443,F5VIP-10.19.66.164: 443,RELATION.LOADBALANCES,SERVER-10.19.66.165,,
F5VIP-10.19.66.164: 6000,F5VIP-10.19.66.164: 6000,RELATION.LOADBALANCES,SERVER-10.19.66.165,,
F5VIP-10.19.66.148: 443,F5VIP-10.19.66.148: 443,RELATION.LOADBALANCES,SERVER-10.19.66.149,,
F5VIP-10.19.66.148: 6000,F5VIP-10.19.66.148: 6000,RELATION.LOADBALANCES,SERVER-10.19.66.149,,
F5VIP-10.19.66.116: 6000,F5VIP-10.19.66.116: 6000,RELATION.LOADBALANCES,SERVER-10.19.66.117,,
F5VIP-10.19.66.100: 443,F5VIP-10.19.66.100: 443,RELATION.LOADBALANCES,SERVER-10.19.66.101,,
F5VIP-10.19.246.132: 443,F5VIP-10.19.246.132: 443,RELATION.LOADBALANCES,SERVER-10.19.246.133,,
F5VIP-10.19.66.36: 443,F5VIP-10.19.66.36: 443,RELATION.LOADBALANCES,SERVER-10.19.66.37,,
F5VIP-10.19.66.4: 443,F5VIP-10.19.66.4: 443,RELATION.LOADBALANCES,SERVER-10.19.66.5,,
F5VIP-10.19.86.228: 443,F5VIP-10.19.86.228: 443,RELATION.LOADBALANCES,SERVER-10.19.86.229,,
F5VIP-10.19.86.228: 6000,F5VIP-10.19.86.228: 6000,RELATION.LOADBALANCES,SERVER-10.19.86.229,,
F5VIP-10.19.86.228: 8008,F5VIP-10.19.86.228: 8008,RELATION.LOADBALANCES,SERVER-10.19.86.229,,
F5VIP-10.19.67.100: 443,F5VIP-10.19.67.100: 443,RELATION.LOADBALANCES,SERVER-10.19.67.101,,
F5VIP-10.19.67.100: 6000,F5VIP-10.19.67.100: 6000,RELATION.LOADBALANCES,SERVER-10.19.67.101,,
F5VIP-10.19.67.84: 443,F5VIP-10.19.67.84: 443,RELATION.LOADBALANCES,SERVER-10.19.67.85,,
F5VIP-10.19.67.84: 6000,F5VIP-10.19.67.84: 6000,RELATION.LOADBALANCES,SERVER-10.19.67.85,,
F5VIP-10.19.67.52: 6000,F5VIP-10.19.67.52: 6000,RELATION.LOADBALANCES,SERVER-10.19.67.53,,
F5VIP-10.19.67.36: 443,F5VIP-10.19.67.36: 443,RELATION.LOADBALANCES,SERVER-10.19.67.37,,
F5VIP-10.19.246.148: 443,F5VIP-10.19.246.148: 443,RELATION.LOADBALANCES,SERVER-10.19.246.149,,
F5VIP-10.19.246.148: 80,F5VIP-10.19.246.148: 80,RELATION.LOADBALANCES,SERVER-10.19.246.149,,
F5VIP-10.19.67.20: 443,F5VIP-10.19.67.20: 443,RELATION.LOADBALANCES,SERVER-10.19.67.21,,
F5VIP-10.19.67.3: 443,F5VIP-10.19.67.3: 443,RELATION.LOADBALANCES,SERVER-10.19.67.5,,
F5VIP-10.19.194.200: 80,F5VIP-10.19.194.200: 80,RELATION.LOADBALANCES,SERVER-10.19.194.208,,
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,RELATION.LOADBALANCES,SERVER-10.19.38.178,,"BMXAA4129E - The record for Source Configuration Item Number=F5VIP-10.19.38.180: 443, Target Configuration Item Number=SERVER-10.19.172.162, Relation=RELATION.LOADBALANCES already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,RELATION.LOADBALANCES,SERVER-10.19.172.162,,"BMXAA4129E - The record for Source Configuration Item Number=F5VIP-10.19.38.180: 443, Target Configuration Item Number=SERVER-10.19.172.162, Relation=RELATION.LOADBALANCES already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,RELATION.LOADBALANCES,SERVER-10.19.172.162,,"BMXAA4129E - The record for Source Configuration Item Number=F5VIP-10.19.38.180: 443, Target Configuration Item Number=SERVER-10.19.172.162, Relation=RELATION.LOADBALANCES already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,RELATION.LOADBALANCES,SERVER-10.19.245.162,,"BMXAA4129E - The record for Source Configuration Item Number=F5VIP-10.19.38.180: 443, Target Configuration Item Number=SERVER-10.19.172.162, Relation=RELATION.LOADBALANCES already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.38.180: 443,F5VIP-10.19.38.180: 443,RELATION.LOADBALANCES,SERVER-10.19.245.162,,"BMXAA4129E - The record for Source Configuration Item Number=F5VIP-10.19.38.180: 443, Target Configuration Item Number=SERVER-10.19.172.162, Relation=RELATION.LOADBALANCES already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.38.180: 80,F5VIP-10.19.38.180: 80,RELATION.LOADBALANCES,SERVER-10.19.38.178,,
F5VIP-10.20.129.20: 80,F5VIP-10.20.129.20: 80,RELATION.LOADBALANCES,SERVER-10.20.129.22,,
F5VIP-10.20.129.20: 443,F5VIP-10.20.129.20: 443,RELATION.LOADBALANCES,SERVER-10.20.129.22,,
F5VIP-10.19.246.105: 443,F5VIP-10.19.246.105: 443,RELATION.LOADBALANCES,SERVER-10.19.246.98,,
F5VIP-10.19.135.140: 443,F5VIP-10.19.135.140: 443,RELATION.LOADBALANCES,SERVER-10.19.135.135,,
F5VIP-10.19.135.115: 443,F5VIP-10.19.135.115: 443,RELATION.LOADBALANCES,SERVER-10.19.135.105,,
F5VIP-10.19.35.74: 443,F5VIP-10.19.35.74: 443,RELATION.LOADBALANCES,SERVER-10.19.135.135,,
F5VIP-10.19.35.74: 8013,F5VIP-10.19.35.74: 8013,RELATION.LOADBALANCES,SERVER-10.19.35.75,,
F5VIP-10.19.135.110: 443,F5VIP-10.19.135.110: 443,RELATION.LOADBALANCES,SERVER-10.19.135.105,,
F5VIP-10.19.20.103: 443,F5VIP-10.19.20.103: 443,RELATION.LOADBALANCES,SERVER-10.19.20.98,,
F5VIP-10.19.63.21: 443,F5VIP-10.19.63.21: 443,RELATION.LOADBALANCES,SERVER-10.19.63.18,,
F5VIP-10.19.63.21: 5443,F5VIP-10.19.63.21: 5443,RELATION.LOADBALANCES,SERVER-10.19.63.18,,
F5VIP-10.19.63.21: 6443,F5VIP-10.19.63.21: 6443,RELATION.LOADBALANCES,SERVER-10.19.63.18,,
F5VIP-10.19.63.21: 7443,F5VIP-10.19.63.21: 7443,RELATION.LOADBALANCES,SERVER-10.19.63.18,,
F5VIP-10.19.63.21: 80,F5VIP-10.19.63.21: 80,RELATION.LOADBALANCES,SERVER-10.19.63.18,,
F5VIP-10.19.63.21: 8443,F5VIP-10.19.63.21: 8443,RELATION.LOADBALANCES,SERVER-10.19.63.18,,
F5VIP-10.19.63.21: 9443,F5VIP-10.19.63.21: 9443,RELATION.LOADBALANCES,SERVER-10.19.63.18,,
F5VIP-10.20.20.88: 443,F5VIP-10.20.20.88: 443,RELATION.LOADBALANCES,SERVER-10.20.20.74,,
F5VIP-10.20.20.88: 80,F5VIP-10.20.20.88: 80,RELATION.LOADBALANCES,SERVER-10.20.20.74,,
F5VIP-10.19.245.50: 443,F5VIP-10.19.245.50: 443,RELATION.LOADBALANCES,SERVER-10.19.245.51,,
F5VIP-10.19.246.180: 443,F5VIP-10.19.246.180: 443,RELATION.LOADBALANCES,SERVER-10.19.246.178,,
F5VIP-10.19.172.71: 443,F5VIP-10.19.172.71: 443,RELATION.LOADBALANCES,SERVER-10.19.172.66,,
F5VIP-10.19.20.69: 443,F5VIP-10.19.20.69: 443,RELATION.LOADBALANCES,SERVER-10.19.20.70,,
F5VIP-10.19.249.17: 443,F5VIP-10.19.249.17: 443,RELATION.LOADBALANCES,SERVER-10.20.126.164,,"CTGCC1046I - The CIRelation has not been saved, because the CI must exist before you can save the CIRelation."
F5VIP-10.19.249.17: 443,F5VIP-10.19.249.17: 443,RELATION.LOADBALANCES,SERVER-10.20.126.196,,"CTGCC1046I - The CIRelation has not been saved, because the CI must exist before you can save the CIRelation."
F5VIP-10.19.63.143: 443,F5VIP-10.19.63.143: 443,RELATION.LOADBALANCES,SERVER-10.19.63.135,,"CTGCC1046I - The CIRelation has not been saved, because the CI must exist before you can save the CIRelation."
F5VIP-10.20.129.60: 17800,F5VIP-10.20.129.60: 17800,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17801,F5VIP-10.20.129.60: 17801,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17802,F5VIP-10.20.129.60: 17802,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17803,F5VIP-10.20.129.60: 17803,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17804,F5VIP-10.20.129.60: 17804,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17805,F5VIP-10.20.129.60: 17805,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17806,F5VIP-10.20.129.60: 17806,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17807,F5VIP-10.20.129.60: 17807,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17808,F5VIP-10.20.129.60: 17808,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17809,F5VIP-10.20.129.60: 17809,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17810,F5VIP-10.20.129.60: 17810,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17811,F5VIP-10.20.129.60: 17811,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17812,F5VIP-10.20.129.60: 17812,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17814,F5VIP-10.20.129.60: 17814,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17815,F5VIP-10.20.129.60: 17815,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17816,F5VIP-10.20.129.60: 17816,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17817,F5VIP-10.20.129.60: 17817,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17818,F5VIP-10.20.129.60: 17818,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17819,F5VIP-10.20.129.60: 17819,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17820,F5VIP-10.20.129.60: 17820,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17821,F5VIP-10.20.129.60: 17821,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17822,F5VIP-10.20.129.60: 17822,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17823,F5VIP-10.20.129.60: 17823,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17824,F5VIP-10.20.129.60: 17824,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17825,F5VIP-10.20.129.60: 17825,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17826,F5VIP-10.20.129.60: 17826,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17827,F5VIP-10.20.129.60: 17827,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17828,F5VIP-10.20.129.60: 17828,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17829,F5VIP-10.20.129.60: 17829,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17830,F5VIP-10.20.129.60: 17830,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17831,F5VIP-10.20.129.60: 17831,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17832,F5VIP-10.20.129.60: 17832,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17833,F5VIP-10.20.129.60: 17833,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17834,F5VIP-10.20.129.60: 17834,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17835,F5VIP-10.20.129.60: 17835,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17836,F5VIP-10.20.129.60: 17836,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17837,F5VIP-10.20.129.60: 17837,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17838,F5VIP-10.20.129.60: 17838,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17839,F5VIP-10.20.129.60: 17839,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17840,F5VIP-10.20.129.60: 17840,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17841,F5VIP-10.20.129.60: 17841,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17842,F5VIP-10.20.129.60: 17842,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17843,F5VIP-10.20.129.60: 17843,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17844,F5VIP-10.20.129.60: 17844,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17845,F5VIP-10.20.129.60: 17845,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17846,F5VIP-10.20.129.60: 17846,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17847,F5VIP-10.20.129.60: 17847,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17848,F5VIP-10.20.129.60: 17848,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17849,F5VIP-10.20.129.60: 17849,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 17850,F5VIP-10.20.129.60: 17850,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.60: 19826,F5VIP-10.20.129.60: 19826,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.20.129.109: 17848,F5VIP-10.20.129.109: 17848,RELATION.LOADBALANCES,SERVER-10.20.129.42,,
F5VIP-10.19.245.24: 443,F5VIP-10.19.245.24: 443,RELATION.LOADBALANCES,SERVER-10.19.245.22,,
F5VIP-10.19.25.112: 443,F5VIP-10.19.25.112: 443,RELATION.LOADBALANCES,SERVER-10.19.25.106,,
F5VIP-10.19.25.112: 80,F5VIP-10.19.25.112: 80,RELATION.LOADBALANCES,SERVER-10.19.25.106,,
F5VIP-10.19.25.212: 443,F5VIP-10.19.25.212: 443,RELATION.LOADBALANCES,SERVER-10.19.25.221,,
F5VIP-10.19.25.212: 80,F5VIP-10.19.25.212: 80,RELATION.LOADBALANCES,SERVER-10.19.25.221,,
F5VIP-10.19.25.69: 22623,F5VIP-10.19.25.69: 22623,RELATION.LOADBALANCES,SERVER-10.19.25.72,,
F5VIP-10.19.25.70: 443,F5VIP-10.19.25.70: 443,RELATION.LOADBALANCES,SERVER-10.19.25.75,,
F5VIP-10.19.25.69: 6443,F5VIP-10.19.25.69: 6443,RELATION.LOADBALANCES,SERVER-10.19.25.72,,
F5VIP-10.19.25.70: 80,F5VIP-10.19.25.70: 80,RELATION.LOADBALANCES,SERVER-10.19.25.75,,
F5VIP-10.19.25.200: 443,F5VIP-10.19.25.200: 443,RELATION.LOADBALANCES,SERVER-10.19.25.206,,
F5VIP-10.19.25.199: 22623,F5VIP-10.19.25.199: 22623,RELATION.LOADBALANCES,SERVER-10.19.25.202,,
F5VIP-10.19.25.199: 6443,F5VIP-10.19.25.199: 6443,RELATION.LOADBALANCES,SERVER-10.19.25.202,,
F5VIP-10.19.25.200: 80,F5VIP-10.19.25.200: 80,RELATION.LOADBALANCES,SERVER-10.19.25.206,,
F5VIP-10.20.21.104: 443,F5VIP-10.20.21.104: 443,RELATION.LOADBALANCES,SERVER-10.20.21.100,,
F5VIP-10.20.21.104: 8443,F5VIP-10.20.21.104: 8443,RELATION.LOADBALANCES,SERVER-10.20.21.100,,
F5VIP-10.20.21.70: 443,F5VIP-10.20.21.70: 443,RELATION.LOADBALANCES,SERVER-10.20.21.68,,
F5VIP-10.20.21.70: 8443,F5VIP-10.20.21.70: 8443,RELATION.LOADBALANCES,SERVER-10.20.21.68,,
F5VIP-10.19.57.40: 443,F5VIP-10.19.57.40: 443,RELATION.LOADBALANCES,SERVER-10.19.57.36,,"CTGCC1046I - The CIRelation has not been saved, because the CI must exist before you can save the CIRelation."
F5VIP-10.19.57.40: 8443,F5VIP-10.19.57.40: 8443,RELATION.LOADBALANCES,SERVER-10.19.57.36,,"CTGCC1046I - The CIRelation has not been saved, because the CI must exist before you can save the CIRelation."
F5VIP-10.19.245.230: 443,F5VIP-10.19.245.230: 443,RELATION.LOADBALANCES,SERVER-10.19.245.228,,"CTGCC1046I - The CIRelation has not been saved, because the CI must exist before you can save the CIRelation."
F5VIP-10.19.245.230: 8443,F5VIP-10.19.245.230: 8443,RELATION.LOADBALANCES,SERVER-10.19.245.228,,"CTGCC1046I - The CIRelation has not been saved, because the CI must exist before you can save the CIRelation."
F5VIP-10.22.75.165: 443,F5VIP-10.22.75.165: 443,RELATION.LOADBALANCES,SERVER-10.22.75.164,,"CTGCC1046I - The CIRelation has not been saved, because the CI must exist before you can save the CIRelation."
F5VIP-10.22.246.135: 443,F5VIP-10.22.246.135: 443,RELATION.LOADBALANCES,SERVER-10.22.246.132,,"CTGCC1046I - The CIRelation has not been saved, because the CI must exist before you can save the CIRelation."
F5VIP-10.19.23.50: 443,F5VIP-10.19.23.50: 443,RELATION.LOADBALANCES,SERVER-10.19.23.53,,
F5VIP-10.19.23.50: 80,F5VIP-10.19.23.50: 80,RELATION.LOADBALANCES,SERVER-10.19.23.53,,
F5VIP-10.19.46.67: 80,F5VIP-10.19.46.67: 80,RELATION.LOADBALANCES,SERVER-10.19.46.70,,
F5VIP-10.19.32.10: 443,F5VIP-10.19.32.10: 443,RELATION.LOADBALANCES,SERVER-10.19.32.4,,
F5VIP-10.19.32.10: 80,F5VIP-10.19.32.10: 80,RELATION.LOADBALANCES,SERVER-10.19.32.4,,
F5VIP-10.22.246.70: 443,F5VIP-10.22.246.70: 443,RELATION.LOADBALANCES,SERVER-10.22.246.68,,
F5VIP-10.19.57.136: 443,F5VIP-10.19.57.136: 443,RELATION.LOADBALANCES,SERVER-10.19.57.133,,
F5VIP-10.19.251.14: 80,F5VIP-10.19.251.14: 80,RELATION.LOADBALANCES,SERVER-10.19.251.12,,
F5VIP-10.19.251.14: 443,F5VIP-10.19.251.14: 443,RELATION.LOADBALANCES,SERVER-10.19.251.12,,
F5VIP-10.19.151.35: 993,F5VIP-10.19.151.35: 993,RELATION.LOADBALANCES,SERVER-10.19.151.45,,
F5VIP-10.19.151.35: 110,F5VIP-10.19.151.35: 110,RELATION.LOADBALANCES,SERVER-10.19.151.45,,
F5VIP-10.19.151.35: 995,F5VIP-10.19.151.35: 995,RELATION.LOADBALANCES,SERVER-10.19.151.45,,
F5VIP-10.19.151.60: 143,F5VIP-10.19.151.60: 143,RELATION.LOADBALANCES,SERVER-10.19.151.45,,
F5VIP-10.19.151.60: 993,F5VIP-10.19.151.60: 993,RELATION.LOADBALANCES,SERVER-10.19.151.45,,
F5VIP-10.19.151.60: 110,F5VIP-10.19.151.60: 110,RELATION.LOADBALANCES,SERVER-10.19.151.45,,
F5VIP-10.19.151.60: 995,F5VIP-10.19.151.60: 995,RELATION.LOADBALANCES,SERVER-10.19.151.45,,
F5VIP-10.19.151.120: 25,F5VIP-10.19.151.120: 25,RELATION.LOADBALANCES,SERVER-10.19.151.41,,
F5VIP-10.19.254.25: 25,F5VIP-10.19.254.25: 25,RELATION.LOADBALANCES,SERVER-10.19.254.8,,
F5VIP-10.19.254.30: 587,F5VIP-10.19.254.30: 587,RELATION.LOADBALANCES,SERVER-10.19.254.8,,
F5VIP-10.19.254.30: 25,F5VIP-10.19.254.30: 25,RELATION.LOADBALANCES,SERVER-10.19.254.8,,
F5VIP-10.20.128.235: 443,F5VIP-10.20.128.235: 443,RELATION.LOADBALANCES,SERVER-10.20.128.233,,
F5VIP-10.19.186.59: 443,F5VIP-10.19.186.59: 443,RELATION.LOADBALANCES,SERVER-10.19.186.58,,
F5VIP-10.190.5.102: 443,F5VIP-10.190.5.102: 443,RELATION.LOADBALANCES,SERVER-10.190.5.101,,
F5VIP-10.190.5.102: 8080,F5VIP-10.190.5.102: 8080,RELATION.LOADBALANCES,SERVER-10.190.5.101,,
F5VIP-10.20.126.30: 80,F5VIP-10.20.126.30: 80,RELATION.LOADBALANCES,SERVER-10.20.126.18,,
F5VIP-10.20.129.152: 443,F5VIP-10.20.129.152: 443,RELATION.LOADBALANCES,SERVER-10.20.129.146,,
F5VIP-10.20.129.152: 80,F5VIP-10.20.129.152: 80,RELATION.LOADBALANCES,SERVER-10.20.129.146,,
F5VIP-10.19.28.30: 443,F5VIP-10.19.28.30: 443,RELATION.LOADBALANCES,SERVER-10.19.28.19,,
F5VIP-10.19.28.30: 80,F5VIP-10.19.28.30: 80,RELATION.LOADBALANCES,SERVER-10.19.28.19,,
F5VIP-10.19.5.17: 80,F5VIP-10.19.5.17: 80,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 100,F5VIP-10.19.5.17: 100,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 10030,F5VIP-10.19.5.17: 10030,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 10040,F5VIP-10.19.5.17: 10040,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 10070,F5VIP-10.19.5.17: 10070,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 1050,F5VIP-10.19.5.17: 1050,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 10500,F5VIP-10.19.5.17: 10500,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 1060,F5VIP-10.19.5.17: 1060,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 10600,F5VIP-10.19.5.17: 10600,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 10700,F5VIP-10.19.5.17: 10700,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 1090,F5VIP-10.19.5.17: 1090,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 4040,F5VIP-10.19.5.17: 4040,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 443,F5VIP-10.19.5.17: 443,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 6060,F5VIP-10.19.5.17: 6060,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 70,F5VIP-10.19.5.17: 70,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 8443,F5VIP-10.19.5.17: 8443,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 8444,F5VIP-10.19.5.17: 8444,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 8445,F5VIP-10.19.5.17: 8445,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.5.17: 90,F5VIP-10.19.5.17: 90,RELATION.LOADBALANCES,SERVER-10.19.5.20,,
F5VIP-10.19.249.243: 443,F5VIP-10.19.249.243: 443,RELATION.LOADBALANCES,SERVER-10.19.249.249,,
F5VIP-10.19.249.243: 8443,F5VIP-10.19.249.243: 8443,RELATION.LOADBALANCES,SERVER-10.19.249.249,,
F5VIP-10.19.249.243: 8787,F5VIP-10.19.249.243: 8787,RELATION.LOADBALANCES,SERVER-10.19.249.249,,
